Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
468,tt36590729,2025-09-04,2025-09-04,,"Star Wars: Histórias do Submundo: Friends","Star Wars: Tales of the Underworld: Friends",https://www.imdb.com/title/tt36590729/,Episódio de TV,7.4,15,2025,"Animação, Curta-Metragem, Ação, Aventura, Drama, Família, Fantasia, Ficção científica",1805,2025-05-04,"Steward Lee",,
469,tt36590731,2025-09-05,2025-09-05,,"Star Wars: Histórias do Submundo: One Warrior to Another","Star Wars: Tales of the Underworld: One Warrior to Another",https://www.imdb.com/title/tt36590731/,Episódio de TV,7.2,17,2025,"Animação, Curta-Metragem, Ação, Aventura, Drama, Família, Fantasia, Ficção científica",1766,2025-05-04,"Nathaniel Villanueva",,
470,tt12708542,2025-09-05,2025-09-05,,"Star Wars: The Bad Batch","Star Wars: The Bad Batch",https://www.imdb.com/title/tt12708542/,Série de TV,7.8,30,2021,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",64796,2021-05-04,,,
471,tt36590733,2025-09-05,2025-09-05,,"Star Wars: Histórias do Submundo: The Good Life","Star Wars: Tales of the Underworld: The Good Life",https://www.imdb.com/title/tt36590733/,Episódio de TV,7.3,14,2025,"Animação, Curta-Metragem, Ação, Aventura, Drama, Família, Fantasia, Ficção científica",1700,2025-05-04,"Saul Ruiz",,
472,tt36590735,2025-09-05,2025-09-05,,"Star Wars: Histórias do Submundo: A Good Turn","Star Wars: Tales of the Underworld: A Good Turn",https://www.imdb.com/title/tt36590735/,Episódio de TV,7.5,12,2025,"Animação, Curta-Metragem, Ação, Aventura, Drama, Família, Fantasia, Ficção científica",1661,2025-05-04,"Steward Lee",,
473,tt36590738,2025-09-05,2025-09-05,,"Star Wars: Histórias do Submundo: One Good Deed","Star Wars: Tales of the Underworld: One Good Deed",https://www.imdb.com/title/tt36590738/,Episódio de TV,7.7,15,2025,"Animação, Curta-Metragem, Ação, Aventura, Drama, Família, Fantasia, Ficção científica",1691,2025-05-04,"Nathaniel Villanueva",,
474,tt36414431,2025-09-05,2025-09-05,,"Star Wars: Histórias do Submundo","Star Wars: Tales of the Underworld",https://www.imdb.com/title/tt36414431/,Minissérie de televisão,7.1,18,2025,"Animação, Curta-Metragem, Ação, Aventura, Drama, Família, Fantasia, Ficção científica",7978,2025-05-04,,,
475,tt0114709,2025-09-15,2025-09-15,,"Toy Story","Toy Story",https://www.imdb.com/title/tt0114709/,Filme,8.3,81,1995,"Animação, Aventura, Comédia, Família, Fantasia",1156332,1996-01-12,"John Lasseter",,
476,tt33333194,2025-09-26,2025-09-26,,"Only Murders in the Building: Nail in the Coffin","Only Murders in the Building: Nail in the Coffin",https://www.imdb.com/title/tt33333194/,Episódio de TV,7.9,39,2025,"Comédia, Policial, Drama, Mistério, Suspense",2250,2025-09-09,"John Hoffman",,
477,tt33333202,2025-09-29,2025-09-29,,"Only Murders in the Building: After You","Only Murders in the Building: After You",https://www.imdb.com/title/tt33333202/,Episódio de TV,8.4,32,2025,"Comédia, Policial, Drama, Mistério, Suspense",2337,2025-09-09,"John Hoffman",9,2025-09-29
478,tt33333197,2025-09-29,2025-09-29,,"Only Murders in the Building: Rigor","Only Murders in the Building: Rigor",https://www.imdb.com/title/tt33333197/,Episódio de TV,7.8,37,2025,"Comédia, Policial, Drama, Mistério, Suspense",1964,2025-09-09,"Chris Koch",,
479,tt33333200,2025-09-30,2025-09-30,,"Only Murders in the Building: Dirty Birds","Only Murders in the Building: Dirty Birds",https://www.imdb.com/title/tt33333200/,Episódio de TV,7.7,37,2025,"Comédia, Policial, Drama, Mistério, Suspense",1797,2025-09-16,"Chris Koch",,
480,tt33333193,2025-09-30,2025-09-30,,"Only Murders in the Building: Tongue Tied","Only Murders in the Building: Tongue Tied",https://www.imdb.com/title/tt33333193/,Episódio de TV,7.6,36,2025,"Comédia, Policial, Drama, Mistério, Suspense",1682,2025-09-23,"Shari Springer Berman, Robert Pulcini",,
481,tt33333198,2025-09-30,2025-09-30,,"Only Murders in the Building: Flatbush","Only Murders in the Building: Flatbush",https://www.imdb.com/title/tt33333198/,Episódio de TV,7.3,38,2025,"Comédia, Policial, Drama, Mistério, Suspense",1637,2025-09-30,"Shari Springer Berman, Robert Pulcini",,
482,tt29550655,2025-09-30,2025-09-30,,"Gen V: New Year, New U","Gen V: New Year, New U",https://www.imdb.com/title/tt29550655/,Episódio de TV,7.1,50,2025,"Ação, Aventura, Comédia, Drama, Ficção científica",4686,2025-09-17,"Steve Boyum",,
483,tt29571844,2025-09-30,2025-09-30,,"Gen V: Justice Never Forgets","Gen V: Justice Never Forgets",https://www.imdb.com/title/tt29571844/,Episódio de TV,7.3,45,2025,"Ação, Aventura, Comédia, Drama, Ficção científica",4196,2025-09-17,"Steve Boyum",,
484,tt37138961,2025-09-30,2025-09-30,,"Gen V: H Is for Human","Gen V: H Is for Human",https://www.imdb.com/title/tt37138961/,Episódio de TV,7.3,55,2025,"Ação, Aventura, Comédia, Drama, Ficção científica",4085,2025-09-17,"Karen Gaviola",,
485,tt37156934,2025-10-01,2025-10-01,,"Gen V: Bags","Gen V: Bags",https://www.imdb.com/title/tt37156934/,Episódio de TV,7.9,48,2025,"Ação, Aventura, Comédia, Drama, Ficção científica",4206,2025-09-24,"Alrick Riley",,
486,tt37156972,2025-10-01,2025-10-01,,"Gen V: The Kids Are Not All Right","Gen V: The Kids Are Not All Right",https://www.imdb.com/title/tt37156972/,Episódio de TV,7.7,49,2025,"Ação, Aventura, Comédia, Drama, Ficção científica",3813,2025-10-01,"Karen Gaviola",,
487,tt0120363,2025-10-01,2025-10-01,,"Toy Story 2","Toy Story 2",https://www.imdb.com/title/tt0120363/,Filme,7.9,92,1999,"Animação, Aventura, Comédia, Família, Fantasia",660707,1999-12-17,"John Lasseter, Ash Brannon, Lee Unkrich",,
488,tt33333201,2025-10-07,2025-10-07,,"Only Murders in the Building: Silver Alert","Only Murders in the Building: Silver Alert",https://www.imdb.com/title/tt33333201/,Episódio de TV,7.3,37,2025,"Comédia, Policial, Drama, Mistério, Suspense",1623,2025-10-07,"Jessica Yu",,
489,tt37157011,2025-10-08,2025-10-08,,"Gen V: Cooking Lessons","Gen V: Cooking Lessons",https://www.imdb.com/title/tt37157011/,Episódio de TV,7.6,45,2025,"Ação, Aventura, Comédia, Drama, Ficção científica",3676,2025-10-08,"Catriona McKenzie",,
490,tt33333195,2025-10-14,2025-10-14,,"Only Murders in the Building: Cuckoo Chicks","Only Murders in the Building: Cuckoo Chicks",https://www.imdb.com/title/tt33333195/,Episódio de TV,7.7,40,2025,"Comédia, Policial, Drama, Mistério, Suspense",1526,2025-10-14,"Jessica Yu",,
491,tt37157061,2025-10-19,2025-10-19,,"Gen V: Hell Week","Gen V: Hell Week",https://www.imdb.com/title/tt37157061/,Episódio de TV,8.2,41,2025,"Ação, Aventura, Comédia, Drama, Ficção científica",4048,2025-10-15,"Thomas Schnauz",,
492,tt33333199,2025-10-21,2025-10-21,,"Only Murders in the Building: LESTR","Only Murders in the Building: LESTR",https://www.imdb.com/title/tt33333199/,Episódio de TV,7.4,35,2025,"Comédia, Policial, Drama, Mistério, Suspense",1460,2025-10-21,"Jamie Babbit",,
493,tt37157097,2025-10-23,2025-10-23,,"Gen V: Trojan","Gen V: Trojan",https://www.imdb.com/title/tt37157097/,Episódio de TV,7.5,47,2025,"Ação, Aventura, Comédia, Drama, Ficção científica",4208,2025-10-22,"Steve Boyum",,
494,tt33333196,2025-10-29,2025-10-29,,"Only Murders in the Building: The House Always...","Only Murders in the Building: The House Always...",https://www.imdb.com/title/tt33333196/,Episódio de TV,7.7,40,2025,"Comédia, Policial, Drama, Mistério, Suspense",1535,2025-10-28,"Jamie Babbit",,
495,tt0435761,2025-10-29,2025-10-29,,"Toy Story 3","Toy Story 3",https://www.imdb.com/title/tt0435761/,Filme,8.3,103,2010,"Animação, Aventura, Comédia, Família, Fantasia",956931,2010-06-18,"Lee Unkrich",9,2025-10-29
496,tt36599405,2025-10-29,2025-10-29,,"Star Wars: Visions: The Duel: Payback","Star Wars: Visions: The Duel: Payback",https://www.imdb.com/title/tt36599405/,Episódio de TV,7.5,23,2025,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",766,2025-10-29,"Takanobu Mizuno",,
497,tt36599406,2025-10-29,2025-10-29,,"Star Wars: Visions: The Song of Four Wings","Star Wars: Visions: The Song of Four Wings",https://www.imdb.com/title/tt36599406/,Episódio de TV,6.3,16,2025,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",656,2025-10-29,"Hiroyasu Kobayashi",,
498,tt36599407,2025-10-29,2025-10-29,,"Star Wars: Visions: The Ninth Jedi: Child of Hope","Star Wars: Visions: The Ninth Jedi: Child of Hope",https://www.imdb.com/title/tt36599407/,Episódio de TV,7.2,23,2025,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",649,2025-10-29,"Naoyoshi Shiotani",,
499,tt36599408,2025-11-07,2025-11-07,,"Star Wars: Visions: The Bounty Hunters","Star Wars: Visions: The Bounty Hunters",https://www.imdb.com/title/tt36599408/,Episódio de TV,6.7,21,2025,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",567,2025-10-29,"Junichi Yamamoto",,
500,tt36599409,2025-11-07,2025-11-07,,"Star Wars: Visions: Yuko's Treasure","Star Wars: Visions: Yuko's Treasure",https://www.imdb.com/title/tt36599409/,Episódio de TV,6.2,23,2025,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",542,2025-10-29,"Hitoshi Haga, Masaki Tachibana",,
501,tt36599411,2025-11-07,2025-11-07,,"Star Wars: Visions: The Lost Ones","Star Wars: Visions: The Lost Ones",https://www.imdb.com/title/tt36599411/,Episódio de TV,6.9,22,2025,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",528,2025-10-29,"Hitoshi Haga, Masahiko Ôtsuka",,
502,tt36599413,2025-11-07,2025-11-07,,"Star Wars: Visions: The Smuggler","Star Wars: Visions: The Smuggler",https://www.imdb.com/title/tt36599413/,Episódio de TV,7.1,18,2025,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",561,2025-10-29,"Masahiko Ôtsuka",,
503,tt36599416,2025-11-07,2025-11-07,,"Star Wars: Visions: The Bird of Paradise","Star Wars: Visions: The Bird of Paradise",https://www.imdb.com/title/tt36599416/,Episódio de TV,6.2,20,2025,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",516,2025-10-29,"Tadahiro Yoshihira",,
504,tt36599417,2025-11-07,2025-11-07,,"Star Wars: Visions: Black","Star Wars: Visions: Black",https://www.imdb.com/title/tt36599417/,Episódio de TV,6.2,13,2025,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",707,2025-10-29,"Shin'ya Ôhira",8,2025-11-04
505,tt13622982,2025-11-07,2025-11-07,,"Star Wars: Visions","Star Wars: Visions",https://www.imdb.com/title/tt13622982/,Série de TV,7.0,22,2021,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",26963,2021-09-22,,,
506,tt27847051,2025-11-08,2025-11-08,,"O Agente Secreto","O Agente Secreto",https://www.imdb.com/title/tt27847051/,Filme,7.9,161,2025,"Policial, Drama, Mistério, Suspense",9565,2025-11-06,"Kleber Mendonça Filho",10,2025-11-08
507,tt30759782,2025-11-12,2025-11-12,,"Pluribus: We Is Us","Pluribus: We Is Us",https://www.imdb.com/title/tt30759782/,Episódio de TV,9.0,56,2025,"Drama, Ficção científica",25105,2025-11-07,"Vince Gilligan",10,2025-11-12
508,tt23434624,2025-11-12,2025-11-12,,"Rusty Lake: The Past Within","Rusty Lake: The Past Within",https://www.imdb.com/title/tt23434624/,Videogame,7.6,,2022,"Terror, Mistério",62,2022-11,"Maarten Looise, Robin Ras",,
509,tt32767308,2025-11-12,2025-11-12,,"Pluribus: Pirate Lady","Pluribus: Pirate Lady",https://www.imdb.com/title/tt32767308/,Episódio de TV,8.4,63,2025,"Drama, Ficção científica",20074,2025-11-07,"Vince Gilligan",10,2025-11-12
510,tt1979376,2025-11-14,2025-11-14,,"Toy Story 4","Toy Story 4",https://www.imdb.com/title/tt1979376/,Filme,7.6,100,2019,"Animação, Aventura, Comédia, Família, Fantasia",308246,2019-06-20,"Josh Cooley",9,2025-11-14
511,tt32767323,2025-11-15,2025-11-15,,"Pluribus: Grenade","Pluribus: Grenade",https://www.imdb.com/title/tt32767323/,Episódio de TV,7.8,43,2025,"Drama, Ficção científica",17467,2025-11-14,"Gordon Smith",,
512,tt1312221,2025-11-21,2025-11-21,,"Frankenstein","Frankenstein",https://www.imdb.com/title/tt1312221/,Filme,7.5,149,2025,"Drama, Fantasia, Terror, Ficção científica",221398,2025-10-23,"Guillermo del Toro",,
513,tt34996965,2025-11-22,2025-11-22,,"Dispatch","Dispatch",https://www.imdb.com/title/tt34996965/,Videogame,9.3,,2025,"Animação, Ação, Aventura, Comédia, Policial, Drama, Ficção científica",4874,2025-10-22,"Pierre Shorette, Nick Herman, Dennis Lenart",9,2025-11-22
514,tt30144839,2025-11-24,2025-11-24,,"Uma Batalha Após a Outra","One Battle After Another",https://www.imdb.com/title/tt30144839/,Filme,7.8,161,2025,"Ação, Policial, Drama, Suspense",257551,2025-09-25,"Paul Thomas Anderson",,
515,tt33402908,2025-11-26,2025-11-26,,"O Filho de Mil Homens","O Filho de Mil Homens",https://www.imdb.com/title/tt33402908/,Filme,7.3,126,2025,"Drama",1750,2025-11-19,"Daniel Rezende",10,2025-11-26
516,tt32767327,2025-11-26,2025-11-26,,"Pluribus: Please, Carol","Pluribus: Please, Carol",https://www.imdb.com/title/tt32767327/,Episódio de TV,8.1,46,2025,"Drama, Ficção científica",14673,2025-11-21,"Zetna Fuentes",,
517,tt18268644,2025-11-27,2025-11-27,,"Stranger Things: Chapter One: The Crawl","Stranger Things: Chapter One: The Crawl",https://www.imdb.com/title/tt18268644/,Episódio de TV,7.9,71,2025,"Drama, Fantasia, Terror, Mistério, Ficção científica, Suspense",76252,2025-11-26,"Matt Duffer, Ross Duffer",,
518,tt21914626,2025-11-27,2025-11-27,,"Stranger Things: Chapter Two: The Vanishing of Holly Wheeler","Stranger Things: Chapter Two: The Vanishing of Holly Wheeler",https://www.imdb.com/title/tt21914626/,Episódio de TV,8.4,57,2025,"Drama, Fantasia, Terror, Mistério, Ficção científica, Suspense",73568,2025-11-26,"Matt Duffer, Ross Duffer",,
519,tt21912360,2025-11-27,2025-11-27,,"Stranger Things: Chapter Three: The Turnbow Trap","Stranger Things: Chapter Three: The Turnbow Trap",https://www.imdb.com/title/tt21912360/,Episódio de TV,8.5,69,2025,"Drama, Fantasia, Terror, Mistério, Ficção científica, Suspense",73852,2025-11-26,"Frank Darabont",,
520,tt21914648,2025-11-27,2025-11-27,,"Stranger Things: Chapter Four: Sorcerer","Stranger Things: Chapter Four: Sorcerer",https://www.imdb.com/title/tt21914648/,Episódio de TV,9.4,86,2025,"Drama, Fantasia, Terror, Mistério, Ficção científica, Suspense",114458,2025-11-26,"Matt Duffer, Ross Duffer",,
521,tt32777418,2025-11-28,2025-11-28,,"Pluribus: Got Milk","Pluribus: Got Milk",https://www.imdb.com/title/tt32777418/,Episódio de TV,7.9,46,2025,"Drama, Ficção científica",13456,2025-11-28,"Gordon Smith",,
522,tt13152020,2025-12-03,2025-12-03,,"Pacificador: A Whole New Whirled","Peacemaker: A Whole New Whirled",https://www.imdb.com/title/tt13152020/,Episódio de TV,8.1,46,2022,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",13059,2022-01-13,"James Gunn",,
523,tt13152024,2025-12-03,2025-12-03,,"Pacificador: Best Friends, For Never","Peacemaker: Best Friends, For Never",https://www.imdb.com/title/tt13152024/,Episódio de TV,8.0,40,2022,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",11561,2022-01-13,"James Gunn",,
524,tt13152026,2025-12-04,2025-12-04,,"Pacificador: Better Goff Dead","Peacemaker: Better Goff Dead",https://www.imdb.com/title/tt13152026/,Episódio de TV,8.4,39,2022,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",11475,2022-01-13,"James Gunn",,
525,tt32777420,2025-12-10,2025-12-10,,"Pluribus: HDP","Pluribus: HDP",https://www.imdb.com/title/tt32777420/,Episódio de TV,7.9,50,2025,"Drama, Ficção científica",12238,2025-12-05,"Gandja Monteiro",,
526,tt13152032,2025-12-10,2025-12-10,,"Pacificador: The Choad Less Traveled","Peacemaker: The Choad Less Traveled",https://www.imdb.com/title/tt13152032/,Episódio de TV,8.3,46,2022,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",10833,2022-01-20,"Jody Hill",,
527,tt32777421,2025-12-12,2025-12-12,,"Pluribus: The Gap","Pluribus: The Gap",https://www.imdb.com/title/tt32777421/,Episódio de TV,7.5,46,2025,"Drama, Ficção científica",14252,2025-12-12,"Adam Bernstein",,
528,tt13152038,2025-12-12,2025-12-12,,"Pacificador: Monkey Dory","Peacemaker: Monkey Dory",https://www.imdb.com/title/tt13152038/,Episódio de TV,8.5,42,2022,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",10373,2022-01-27,"Rosemary Rodriguez",,
529,tt13152042,2025-12-16,2025-12-16,,"Pacificador: Murn After Reading","Peacemaker: Murn After Reading",https://www.imdb.com/title/tt13152042/,Episódio de TV,8.7,46,2022,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",10630,2022-02-03,"James Gunn",,
530,tt13152056,2025-12-16,2025-12-16,,"Pacificador: Stop Dragon My Heart Around","Peacemaker: Stop Dragon My Heart Around",https://www.imdb.com/title/tt13152056/,Episódio de TV,8.8,39,2022,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",10622,2022-02-10,"Brad Anderson",,
531,tt13152062,2025-12-16,2025-12-16,,"Pacificador: It's Cow or Never","Peacemaker: It's Cow or Never",https://www.imdb.com/title/tt13152062/,Episódio de TV,9.0,45,2022,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",12106,2022-02-17,"James Gunn",,
532,tt18263680,2025-12-18,2025-12-18,,"Pacificador: The Ties That Grind","Peacemaker: The Ties That Grind",https://www.imdb.com/title/tt18263680/,Episódio de TV,7.9,44,2025,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",9360,2025-08-21,"James Gunn",,
533,tt35530355,2025-12-19,2025-12-19,,"Pacificador: A Man Is Only as Good as His Bird","Peacemaker: A Man Is Only as Good as His Bird",https://www.imdb.com/title/tt35530355/,Episódio de TV,7.7,48,2025,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",8109,2025-08-28,"Greg Mottola",,
534,tt35530357,2025-12-19,2025-12-19,,"Pacificador: Another Rick Up My Sleeve","Peacemaker: Another Rick Up My Sleeve",https://www.imdb.com/title/tt35530357/,Episódio de TV,8.3,38,2025,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",7816,2025-09-04,"Greg Mottola",,
535,tt32777424,2025-12-20,2025-12-20,,"Pluribus: Charm Offensive","Pluribus: Charm Offensive",https://www.imdb.com/title/tt32777424/,Episódio de TV,7.7,43,2025,"Drama, Ficção científica",11199,2025-12-19,"Melissa Bernstein",,
536,tt35530359,2025-12-20,2025-12-20,,"Pacificador: Need I Say Door","Peacemaker: Need I Say Door",https://www.imdb.com/title/tt35530359/,Episódio de TV,7.6,39,2025,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",7200,2025-09-11,"Peter Sollett",,
537,tt35530360,2025-12-20,2025-12-20,,"Pacificador: Back to the Suture","Peacemaker: Back to the Suture",https://www.imdb.com/title/tt35530360/,Episódio de TV,8.1,37,2025,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",7297,2025-09-18,"Alethea Jones",,
538,tt35530361,2025-12-20,2025-12-20,,"Pacificador: Ignorance Is Chris","Peacemaker: Ignorance Is Chris",https://www.imdb.com/title/tt35530361/,Episódio de TV,9.1,36,2025,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",10059,2025-09-25,"James Gunn",,
539,tt35530363,2025-12-20,2025-12-20,,"Pacificador: Like a Keith in the Night","Peacemaker: Like a Keith in the Night",https://www.imdb.com/title/tt35530363/,Episódio de TV,9.1,33,2025,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",9884,2025-10-02,"Alethea Jones",,
540,tt35530365,2025-12-20,2025-12-20,,"Pacificador: Full Nelson","Peacemaker: Full Nelson",https://www.imdb.com/title/tt35530365/,Episódio de TV,6.7,57,2025,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",11689,2025-10-09,"James Gunn",,
541,tt13159924,2025-12-20,2025-12-20,,"Gen V","Gen V",https://www.imdb.com/title/tt13159924/,Série de TV,7.6,50,2023,"Ação, Aventura, Comédia, Drama, Ficção científica",143021,2023-09-29,,,
542,tt11691774,2025-12-20,2025-12-20,,"Only Murders in the Building","Only Murders in the Building",https://www.imdb.com/title/tt11691774/,Série de TV,8.0,30,2021,"Comédia, Policial, Drama, Mistério, Suspense",200258,2021-08-31,,,
543,tt13146488,2025-12-20,2025-12-20,,"Pacificador","Peacemaker",https://www.imdb.com/title/tt13146488/,Série de TV,8.3,40,2022,"Ação, Aventura, Comédia, Policial, Drama, Fantasia, Ficção científica",187378,2022-01-13,,10,2025-12-20
544,tt21912384,2025-12-26,2025-12-26,,"Stranger Things: Chapter Five: Shock Jock","Stranger Things: Chapter Five: Shock Jock",https://www.imdb.com/title/tt21912384/,Episódio de TV,7.9,68,2025,"Drama, Fantasia, Terror, Mistério, Ficção científica, Suspense",80141,2025-12-25,"Frank Darabont",,
545,tt21912386,2025-12-26,2025-12-26,,"Stranger Things: Chapter Six: Escape from Camazotz","Stranger Things: Chapter Six: Escape from Camazotz",https://www.imdb.com/title/tt21912386/,Episódio de TV,8.0,75,2025,"Drama, Fantasia, Terror, Mistério, Ficção científica, Suspense",84810,2025-12-25,"Shawn Levy",,
546,tt21912390,2025-12-27,2025-12-27,,"Stranger Things: Chapter Seven: The Bridge","Stranger Things: Chapter Seven: The Bridge",https://www.imdb.com/title/tt21912390/,Episódio de TV,5.7,66,2025,"Drama, Fantasia, Terror, Mistério, Ficção científica, Suspense",178656,2025-12-25,"Matt Duffer, Ross Duffer, Shawn Levy",,
547,tt32777427,2025-12-27,2025-12-27,,"Pluribus: La Chica o El Mundo","Pluribus: La Chica o El Mundo",https://www.imdb.com/title/tt32777427/,Episódio de TV,8.3,57,2025,"Drama, Ficção científica",10534,2025-12-24,"Gordon Smith",,
548,tt22202452,2025-12-27,2025-12-27,,"Pluribus","Pluribus",https://www.imdb.com/title/tt22202452/,Série de TV,8.1,60,2025,"Drama, Ficção científica",94695,2025-11-07,,,
549,tt32205774,2025-12-27,2025-12-27,,"Amarela","Amarela",https://www.imdb.com/title/tt32205774/,Curta,6.6,15,2024,"Curta-Metragem, Drama",116,2024-05,"André Hayato Saito",10,2025-12-27
550,tt14205554,2025-12-30,2025-12-30,,"Guerreiras do K-Pop","KPop Demon Hunters",https://www.imdb.com/title/tt14205554/,Filme,7.5,95,2025,"Animação, Ação, Aventura, Comédia, Família, Fantasia, Musical, Musical",109072,2025-06-20,"Chris Appelhans, Maggie Kang",,
551,tt21914684,2026-01-05,2026-01-05,,"Stranger Things: Chapter Eight: The Rightside Up","Stranger Things: Chapter Eight: The Rightside Up",https://www.imdb.com/title/tt21914684/,Episódio de TV,7.7,128,2025,"Drama, Fantasia, Terror, Mistério, Ficção científica, Suspense",158096,2025-12-31,"Matt Duffer, Ross Duffer",,
552,tt4574334,2026-01-05,2026-01-05,,"Stranger Things","Stranger Things",https://www.imdb.com/title/tt4574334/,Série de TV,8.6,60,2016,"Drama, Fantasia, Terror, Mistério, Ficção científica, Suspense",1630793,2016-07-15,,,
