"CO_CURSO","NO_CURSO","FK_CO_IES"
1349097,ENGENHARIA DE PRODUÇÃO,240
1349098,ENGENHARIA BIOMÉDICA,14
1349101,AGRONOMIA,495
1349102,SERVIÇO SOCIAL,495
1349104,ENGENHARIA MECÂNICA,150
1349105,ENGENHARIA ELÉTRICA,1120
1349106,ENGENHARIA DE COMPUTAÇÃO,1120
1349107,HOTELARIA,1120
1349108,EDUCAÇÃO FÍSICA,1120
1349109,TEATRO,1120
1349110,BIOMEDICINA,669
1349111,ENGENHARIA ELÉTRICA,669
1349112,MATEMÁTICA,4428
1349119,BIOMEDICINA,221
1349140,CIÊNCIA DA COMPUTAÇÃO,4017
1349150,MARKETING,221
1349153,PUBLICIDADE E PROPAGANDA,1107
1349154,JORNALISMO,1107
1349160,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,15
1349163,EDUCAÇÃO FÍSICA,40
1349164,ARTES VISUAIS,40
1349165,EDUCAÇÃO FÍSICA,47
1349166,HOTELARIA,47
1349202,JORNALISMO,221
1349232,GESTÃO DE MICRO E PEQUENAS EMPRESAS,1041
1349233,ENGENHARIA DE COMPUTAÇÃO,344
1349234,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,344
1349235,ENGENHARIA ELÉTRICA,344
1349238,GASTRONOMIA,673
1349239,DESIGN GRÁFICO,518
1349250,ARQUITETURA E URBANISMO,277
1349261,EVENTOS,316
1349262,GESTÃO AMBIENTAL,316
1349291,DESIGN DE MODA,718
1349292,FOTOGRAFIA,718
1349293,BIOMEDICINA,4522
1349295,ARQUEOLOGIA,547
1349296,ENGENHARIA AMBIENTAL E SANITÁRIA,547
1349313,FISIOTERAPIA,14297
1349370,GESTÃO PÚBLICA,3854
1349405,MÚSICA - EDUCAÇÃO MUSICAL,1120
1349423,CIÊNCIAS CONTÁBEIS,3252
1349425,MEDICINA VETERINÁRIA,1337
1349428,BIOMEDICINA,3252
1349443,AGRONOMIA,2428
1349451,CIÊNCIAS CONTÁBEIS,14
1349463,CIÊNCIAS CONTÁBEIS,344
1349464,NUTRIÇÃO,4431
1349465,FISIOTERAPIA,4431
1349466,EDUCAÇÃO FÍSICA,4431
1349467,RADIOLOGIA,1753
1349468,AGRONOMIA,1753
1349494,PEDAGOGIA,5439
1349507,NUTRIÇÃO,1244
1349547,AGRONOMIA,2763
1349557,HISTÓRIA,15
1349562,BIOMEDICINA,38
1349567,ENGENHARIA CIVIL,277
1349568,ENGENHARIA DE PRODUÇÃO,277
1349597,ENGENHARIA AGRONÔMICA,496
1349598,LETRAS - LÍNGUA DE SINAIS BRASILEIRA/PORTUGUÊ,2
1349611,ENGENHARIA CIVIL,1980
1349613,MEDICINA VETERINÁRIA,402
1349654,ENGENHARIA MECÂNICA,349
1349665,ESTÉTICA E COSMÉTICA,5439
1349675,MEDICINA,605
1349677,CIÊNCIAS NATURAIS - BIOLOGIA,548
1349714,PEDAGOGIA,137
1349716,ENGENHARIA MECÂNICA,1542
1349718,NUTRIÇÃO,1542
1349725,GESTÃO DE RECURSOS HUMANOS,1931
1349726,CIÊNCIAS CONTÁBEIS,1931
1349727,EDUCAÇÃO FÍSICA,1931
1349728,MARKETING,176
1349731,ARQUITETURA E URBANISMO,405
1349733,TEOLOGIA,15
1349736,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,176
1349737,BANCO DE DADOS,176
1349758,JOGOS DIGITAIS,3977
1349759,PEDAGOGIA,3977
1349773,COMUNICAÇÃO SOCIAL - JORNALISMO,402
1349775,ESTÉTICA E COSMÉTICA,402
1349779,EDUCAÇÃO FÍSICA,718
1349780,ENFERMAGEM,718
1349783,EDUCAÇÃO FÍSICA,3864
1349805,ARQUITETURA E URBANISMO,165
1349807,BIOMEDICINA,165
1349814,ESTÉTICA E COSMÉTICA,4849
1349830,JORNALISMO,1252
1349833,ESTÉTICA E COSMÉTICA,30
1349865,ENGENHARIA CIVIL,125
1349866,ENGENHARIA DE PRODUÇÃO,125
1349868,ARQUITETURA E URBANISMO,1264
1349905,PEDAGOGIA,374
1349906,GESTÃO COMERCIAL,167
1349993,ADMINISTRAÇÃO,1523
1350003,SISTEMAS DE INFORMAÇÃO,176
1350009,EDUCAÇÃO FÍSICA,221
1350012,FISIOTERAPIA,3669
1350013,NUTRIÇÃO,3669
1350014,FARMÁCIA,3669
1350022,GASTRONOMIA,383
1350029,GESTÃO HOSPITALAR,221
1350030,ARQUITETURA E URBANISMO,244
1350031,SEGURANÇA NO TRABALHO,221
1350047,CIÊNCIAS CONTÁBEIS,176
1350069,HISTÓRIA,3984
1350082,ENGENHARIA DE GESTÃO DE ENERGIA,581
1350084,GESTÃO DE RECURSOS HUMANOS,2183
1350085,GESTÃO FINANCEIRA,2183
1350090,EDUCAÇÃO FÍSICA,1908
1350102,EDUCAÇÃO FÍSICA,496
1350117,ENGENHARIA DE COMPUTAÇÃO,221
1350127,GESTÃO FINANCEIRA,1381
1350146,NUTRIÇÃO,3396
1350168,CIÊNCIAS CONTÁBEIS,1601
1350195,GESTÃO IMOBILIÁRIA,409
1350243,GESTÃO HOSPITALAR,496
1350244,SEGURANÇA NO TRABALHO,496
1350245,ENGENHARIA DE COMPUTAÇÃO,496
1350280,PROCESSOS GERENCIAIS,3008
1350288,MÚSICA,15
1350324,EDUCAÇÃO FÍSICA,4396
1350326,JOGOS DIGITAIS,124
1350442,CIÊNCIAS CONTÁBEIS,4097
1350516,MEDICINA VETERINÁRIA,3879
1350580,PEDAGOGIA - DOCENCIA DA EDUCAÇÃO INFANTIL/ADM,3376
1350646,GESTÃO DE RECURSOS HUMANOS,1910
1350689,MATEMÁTICA,568
1350695,ENFERMAGEM,568
1350699,QUÍMICA,568
1350703,LETRAS - LÍNGUA PORTUGUESA,568
1350724,CIÊNCIAS CONTÁBEIS,2369
1350770,ARQUITETURA E URBANISMO,3169
1350797,ENGENHARIA DE PRODUÇÃO,3437
1350827,ENGENHARIA AMBIENTAL E SANITÁRIA,1423
1350830,CONSTRUÇÃO DE EDIFÍCIOS,1423
1350874,GASTRONOMIA,3437
1350877,BIOMEDICINA,3758
1350878,ARQUITETURA E URBANISMO,3758
1350906,ENGENHARIA DE PRODUÇÃO,1733
1351126,GESTÃO DE REPRESENTAÇÃO COMERCIAL,409
1351131,NUTRIÇÃO,1988
1351144,DESENVOLVIMENTO REGIONAL,581
1351277,BIOMEDICINA,3518
1351405,GESTÃO COMERCIAL,2647
1351505,DESIGN GRÁFICO,3169
1351543,ADMINISTRAÇÃO,694
1351597,ENGENHARIA DE PRODUÇÃO,1515
1351599,ENGENHARIA AMBIENTAL E SANITÁRIA,1515
1351655,ENGENHARIA CIVIL,83
1351670,LETRAS - LÍNGUA PORTUGUESA E LIBRAS,5025
1351681,CIÊNCIAS CONTÁBEIS,2775
1351703,QUÍMICA,1294
1351852,GASTRONOMIA,1988
1351905,ENGENHARIA DE PRODUÇÃO,2113
1351919,ENGENHARIA DE PRODUÇÃO,1818
1351922,CIÊNCIAS SOCIAIS,3984
1351947,SEGURANÇA DA INFORMAÇÃO,396
1351961,AGRONOMIA,453
1352008,CIÊNCIAS CONTÁBEIS,12338
1352011,GESTÃO DE RECURSOS HUMANOS,17628
1352129,NUTRIÇÃO,1444
1352275,FISIOTERAPIA,1898
1352387,HISTÓRIA,2229
1352402,FILOSOFIA,13476
1352403,EDUCAÇÃO FÍSICA,3987
1352535,ENGENHARIA DE PRODUÇÃO,910
1352554,PEDAGOGIA,271
1352558,PROCESSOS GERENCIAIS,271
1352585,NUTRIÇÃO,1281
1352592,CIÊNCIAS BIOLÓGICAS,568
1352617,ENGENHARIA ELÉTRICA,83
1352623,FORMAÇÃO DE DOCENTES PARA A EDUCAÇÃO BÁSICA,2910
1352659,ENGENHARIA DE COMPUTAÇÃO,910
1352661,PROGRAMA ESPECIAL DE FORMAÇÃO PEDAGÓGICA PARA,1908
1352800,FISIOTERAPIA,10836
1352924,SEGURANÇA DA INFORMAÇÃO,1255
1352994,SEGURANÇA DA INFORMAÇÃO,1734
1352996,SEGURANÇA DA INFORMAÇÃO,1772
1353030,FILOSOFIA,1032
1353036,EDUCAÇÃO FÍSICA,1753
1353041,SEGURANÇA DA INFORMAÇÃO,1381
1353067,ARQUITETURA E URBANISMO,1092
1353127,FISIOTERAPIA,1326
1353129,CIÊNCIAS CONTÁBEIS,1444
1353147,SEGURANÇA DA INFORMAÇÃO,1423
1353279,SEGURANÇA DA INFORMAÇÃO,2279
1353283,FONOAUDIOLOGIA,1676
1353287,EDUCAÇÃO FÍSICA,916
1353301,GESTÃO DE RECURSOS HUMANOS,916
1353343,CIÊNCIAS CONTÁBEIS,13643
1353356,BIOMEDICINA,163
1353410,EDUCAÇÃO FÍSICA,862
1353578,ENGENHARIA DE COMPUTAÇÃO,1658
1353700,ENGENHARIA DE PRODUÇÃO,11604
1353712,ESTÉTICA E COSMÉTICA,15032
1353713,ESTÉTICA E COSMÉTICA,15032
1353861,FISIOTERAPIA,1753
1353919,GESTÃO DA QUALIDADE,923
1353920,LOGÍSTICA,923
1353921,GESTÃO DE RECURSOS HUMANOS,923
1353950,GESTÃO COMERCIAL,4700
1353952,GESTÃO FINANCEIRA,4700
1353953,PROCESSOS GERENCIAIS,4700
1353957,ARQUITETURA E URBANISMO,2336
1353970,CIÊNCIAS CONTÁBEIS,4367
1353975,NUTRIÇÃO,2022
1353994,PSICOLOGIA,4858
1353996,EDUCAÇÃO FÍSICA,4858
1354006,GESTÃO DE RECURSOS HUMANOS,271
1354013,MARKETING,271
1354121,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,1021
1354130,GESTÃO DA QUALIDADE,271
1354131,GESTÃO FINANCEIRA,271
1354147,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,3375
1354152,GESTÃO FINANCEIRA,4995
1354303,CIÊNCIAS CONTÁBEIS,13812
1354311,CIÊNCIAS CONTÁBEIS,1676
1354319,MÚSICA - MÚSICA POPULAR BRASILEIRA,5701
1354364,GESTÃO DE RECURSOS HUMANOS,4995
1354383,ADMINISTRAÇÃO PÚBLICA,13812
1354392,GESTÃO DE RECURSOS HUMANOS,13812
1354607,GESTÃO PÚBLICA,1860
1354612,LETRAS,3588
1354738,CIÊNCIAS BIOLÓGICAS,568
1355152,ZOOTECNIA,796
1355188,ENGENHARIA CIVIL,441
1355442,ESTÉTICA E COSMÉTICA,521
1356209,DIREITO,441
1356210,FARMÁCIA,441
1356213,PSICOLOGIA,441
1356867,AGRONOMIA,3336
1357571,CIÊNCIAS BIOLÓGICAS - BIOLOGIA MARINHA,43
1357695,BIOMEDICINA,522
1357696,NUTRIÇÃO,1895
1357700,MEDICINA VETERINÁRIA,3368
1357701,PROCESSOS GERENCIAIS,1895
1357703,MEDICINA VETERINÁRIA,555
1357708,CIÊNCIA DA COMPUTAÇÃO,322
1357709,ENGENHARIA ELÉTRICA,823
1357714,ADMINISTRAÇÃO,3189
1357715,ENGENHARIA MECÂNICA,3189
1357716,LETRAS - LÍNGUA PORTUGUESA,953
1357717,SERVIÇO SOCIAL,430
1357718,ARQUEOLOGIA,953
1357719,NUTRIÇÃO,953
1357736,ENGENHARIA CIVIL,430
1357737,ENGENHARIA ELÉTRICA,430
1357738,MANUTENÇÃO INDUSTRIAL,430
1357739,EDUCAÇÃO FÍSICA,430
1357741,PEDAGOGIA,737
1357742,CIÊNCIAS CONTÁBEIS,1351
1357745,MEDICINA VETERINÁRIA,319
1357793,EDUCAÇÃO FÍSICA,319
1357811,ENGENHARIA CIVIL,3160
1357825,EDUCAÇÃO FÍSICA,319
1357844,SISTEMAS DE INFORMAÇÃO,514
1357856,PEDAGOGIA DA TERRA,756
1357857,GEOGRAFIA,756
1357859,AGRONOMIA,756
1357883,ENGENHARIA MECÂNICA,298
1357953,ENGENHARIA ELÉTRICA,298
1357954,PSICOLOGIA,441
1357958,GESTÃO DA PRODUÇÃO INDUSTRIAL,298
1357965,MATEMÁTICA,1
1357980,FARMÁCIA,176
1357982,QUÍMICA,577
1357983,FARMÁCIA,1418
1357984,ENGENHARIA QUÍMICA,1418
1357985,LETRAS - INGLÊS,577
1357986,LETRAS - ESPANHOL,577
1357989,FARMÁCIA,176
1357991,INTERDISCIPLINAR EM EDUCAÇÃO NO CAMPO,1082
1357992,INTERDISCIPLINAR EM EDUCAÇÃO NO CAMPO,1082
1358001,DESIGN DE MODA,1082
1358038,DIREITO,15032
1358039,HISTÓRIA,387
1358040,PEDAGOGIA,387
1358041,LETRAS,387
1358265,ENFERMAGEM,81
1358291,DESIGN DE INTERIORES,384
1358300,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,466
1358324,COMUNICAÇÃO SOCIAL - JORNALISMO,466
1358817,ENGENHARIA DE PRODUÇÃO,11
1359179,CIÊNCIAS BIOLÓGICAS,528
1359366,FOTOGRAFIA,1336
1359392,DESIGN GRÁFICO,1336
1359807,SISTEMAS DE INFORMAÇÃO,1336
1359814,LETRAS - PORTUGUÊS E INGLÊS,1336
1360054,ESTÉTICA E COSMÉTICA,167
1360063,GASTRONOMIA,1586
1360105,GESTÃO HOSPITALAR,167
1360106,ENGENHARIA CIVIL,3188
1360115,EDUCAÇÃO FÍSICA,163
1360188,ESTATÍSTICA,374
1360233,ESTÉTICA E COSMÉTICA,1418
1360723,HISTÓRIA,756
1360743,MATEMÁTICA,756
1360962,ENGENHARIA DE SOFTWARE,673
1361383,ENFERMAGEM,1702
1361724,ENGENHARIA AGRONÔMICA,3160
1361795,GESTÃO DAS ORGANIZAÇÕES DO TERCEIRO SETOR,1196
1363208,FÍSICA,665
1363505,FÍSICA,322
1363507,GASTRONOMIA,322
1363508,QUÍMICA,322
1363536,MEDICINA,17887
1363690,GESTÃO DA QUALIDADE,1472
1363691,AGRONEGÓCIO,1472
1363692,GESTÃO DE PRODUÇÃO INDUSTRIAL,1472
1363693,LETRAS - INGLÊS,1472
1363694,ADMINISTRAÇÃO PÚBLICA,1472
1363699,ENGENHARIA DE PRODUÇÃO,322
1363700,ENGENHARIA CIVIL,322
1363701,ENFERMAGEM,322
1363702,EDUCAÇÃO FÍSICA,322
1363704,EDUCAÇÃO FÍSICA,1446
1363705,ENFERMAGEM,1446
1363706,ENGENHARIA CIVIL,1446
1363707,"RÁDIO, TV E INTERNET",466
1363708,RELAÇÕES PÚBLICAS,466
1363717,AGRONEGÓCIO,665
1363718,ENGENHARIA AMBIENTAL,593
1363719,AGROECOLOGIA,665
1363725,ENGENHARIA MECÂNICA,547
1363726,ENGENHARIA QUÍMICA,547
1363727,GESTÃO DA PRODUÇÃO INDUSTRIAL,671
1363739,ENGENHARIA CIVIL,496
1363740,ENGENHARIA MECÂNICA,496
1363741,ENGENHARIA ELÉTRICA,496
1363742,ENGENHARIA CIVIL,417
1363743,ENGENHARIA ELÉTRICA,417
1363744,ENGENHARIA MECÂNICA,417
1363745,ENGENHARIA DE COMPUTAÇÃO,417
1363750,ENGENHARIA CIVIL,221
1363751,ENGENHARIA ELÉTRICA,221
1363752,ENGENHARIA MECÂNICA,221
1363754,MÚSICA,568
1363755,ENGENHARIA MECÂNICA,1575
1363756,ENGENHARIA CIVIL,548
1363757,BIOMEDICINA,663
1363759,ENFERMAGEM,1351
1363760,BIOMEDICINA,1351
1363761,CIÊNCIAS BIOLÓGICAS - BIODIVERSIDADE,43
1363764,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,385
1363765,LETRAS - LÍNGUA PORTUGUESA,441
1363769,JORNALISMO,441
1363794,ENGENHARIA DE SOFTWARE,453
1363796,BIOMEDICINA,158
1363800,LETRAS - LÍNGUA INGLESA,2835
1363801,LETRAS - PORTUGUÊS,2835
1363802,GESTÃO AMBIENTAL,2835
1363804,GESTÃO HOSPITALAR,2835
1363805,GESTÃO PÚBLICA,2835
1363811,ESTÉTICA E IMAGEM PESSOAL,1472
1363812,EDUCAÇÃO FÍSICA,673
1363816,GESTÃO DE RECURSOS HUMANOS,1042
1363826,ENGENHARIA DE PRODUÇÃO,423
1363828,MARKETING,14
1363830,SISTEMAS PARA INTERNET,14
1363831,FISIOTERAPIA,158
1363832,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3162
1363833,EDUCAÇÃO FÍSICA,158
1363834,EDUCAÇÃO FÍSICA,158
1363835,PEDAGOGIA,158
1363836,ENGENHARIA MECÂNICA,158
1363837,ENGENHARIA ELÉTRICA,158
1363843,MEDIAÇÃO,163
1363845,INVESTIGAÇÃO FORENSE E PERÍCIA CRIMINAL,163
1363856,ENGENHARIA ELÉTRICA,2835
1363857,ENGENHARIA MECÂNICA,2835
1363899,GESTÃO DE SEGUROS,167
1363914,GESTÃO AMBIENTAL,718
1363915,GESTÃO HOSPITALAR,718
1363929,ENFERMAGEM,158
1363930,ENFERMAGEM,158
1363937,ENFERMAGEM,158
1363938,ENFERMAGEM,158
1363939,SERVIÇO SOCIAL,793
1363948,ENGENHARIA DE COMPUTAÇÃO,163
1363949,RELAÇÕES PÚBLICAS,571
1363950,PUBLICIDADE E PROPAGANDA,571
1363951,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1810
1363952,JORNALISMO,571
1363954,ENGENHARIA ELÉTRICA,1810
1363955,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1810
1363956,CIÊNCIAS CONTÁBEIS,163
1363957,PEDAGOGIA,163
1363958,MATEMÁTICA,163
1363959,HISTÓRIA,163
1363961,ESTÉTICA E COSMÉTICA,316
1363962,SERVIÇO SOCIAL,1509
1363988,GESTÃO PÚBLICA,579
1363992,AQÜICULTURA,3184
1364002,COMUNICAÇÃO SOCIAL - AUDIOVISUAL,570
1364003,MEDIAÇÃO,1270
1364004,INVESTIGAÇÃO FORENSE E PERÍCIA CRIMINAL,1270
1364005,BIOMEDICINA,242
1364006,SERVIÇO SOCIAL,163
1364025,SERVIÇO SOCIAL,158
1364082,PEDAGOGIA,158
1364083,MÚSICA,158
1364084,ENGENHARIA CIVIL,158
1364086,ARQUITETURA E URBANISMO,158
1364088,ENGENHARIA ELÉTRICA,158
1364089,ENGENHARIA MECÂNICA,158
1364090,EDUCAÇÃO FÍSICA,158
1364091,GASTRONOMIA,13
1364095,SEGURANÇA NO TRABALHO,2593
1364108,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4785
1364124,BIOMEDICINA,5451
1364139,EDUCAÇÃO FÍSICA,18636
1364140,PSICOLOGIA,18636
1364147,GESTÃO FINANCEIRA,1819
1364150,LOGÍSTICA,5105
1364155,ARQUITETURA E URBANISMO,1900
1364156,EDUCAÇÃO FÍSICA,4138
1364159,EDUCAÇÃO FÍSICA,1422
1364162,ENGENHARIA AMBIENTAL E SANITÁRIA,163
1364163,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,163
1364164,ENGENHARIA ELÉTRICA,163
1364174,BIOMEDICINA,671
1364188,GESTÃO DE RECURSOS HUMANOS,1945
1364203,EDUCAÇÃO FÍSICA,1042
1364211,MEDICINA VETERINÁRIA,124
1364214,CIÊNCIAS CONTÁBEIS,124
1364217,NUTRIÇÃO,4652
1364220,BIOMEDICINA,4652
1364225,EDUCAÇÃO FÍSICA,1735
1364237,PROCESSOS GERENCIAIS,793
1364245,PROGRAMA ESPECIAL DE FORMAÇÃO PEDAGÓGICA DE D,600
1364249,GASTRONOMIA,5288
1364271,GEOGRAFIA,571
1364272,ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA,571
1364273,ADMINISTRAÇÃO PÚBLICA,571
1364297,NUTRIÇÃO,316
1364307,EMBELEZAMENTO E IMAGEM PESSOAL,671
1364308,NUTRIÇÃO,4141
1364309,BIOMEDICINA,4141
1364322,EDUCAÇÃO FÍSICA,316
1364323,EDUCAÇÃO FÍSICA,316
1364326,FISIOTERAPIA,298
1364328,ARQUITETURA E URBANISMO,298
1364330,BIOMEDICINA,1632
1364335,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4785
1364337,AGRONEGÓCIO,4785
1364338,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4785
1364350,NUTRIÇÃO,517
1364367,FISIOTERAPIA,1818
1364370,BIOMEDICINA,1767
1364371,NUTRIÇÃO,1492
1364387,ENGENHARIA ELÉTRICA,13133
1364404,BIOMEDICINA,4826
1364415,BIOMEDICINA,4655
1364425,ENGENHARIA CIVIL,1510
1364426,ENGENHARIA DE PRODUÇÃO,1510
1364449,ENGENHARIA CIVIL,4863
1364450,ARQUITETURA E URBANISMO,4863
1364457,PUBLICIDADE E PROPAGANDA,513
1364464,QUÍMICA,1807
1364465,ENGENHARIA CIVIL,1807
1364466,AGROINDÚSTRIA,1807
1364468,ENGENHARIA DE SERVIÇOS,581
1364469,GEOGRAFIA,1807
1364488,GASTRONOMIA,3268
1364489,FARMÁCIA,3268
1364516,FARMÁCIA,4964
1364517,GESTÃO COMERCIAL,3172
1364558,NUTRIÇÃO,448
1364560,LETRAS - LIBRAS,2564
1364561,ENGENHARIA DE SOFTWARE,17138
1364592,ENFERMAGEM,466
1364595,ENGENHARIA DE COMPUTAÇÃO,4104
1364598,GESTÃO PÚBLICA,1510
1364599,GESTÃO DE RECURSOS HUMANOS,1510
1364606,GESTÃO COMERCIAL,3172
1364607,GESTÃO COMERCIAL,3172
1364608,GESTÃO COMERCIAL,3172
1364609,PROCESSOS GERENCIAIS,1510
1364610,GESTÃO COMERCIAL,3172
1364611,GESTÃO COMERCIAL,3172
1364612,GESTÃO COMERCIAL,3172
1364614,GESTÃO COMERCIAL,3172
1364615,ESTÉTICA E COSMÉTICA,3333
1364616,CIÊNCIAS CONTÁBEIS,1510
1364620,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1510
1364625,MARKETING,1510
1364628,GESTÃO FINANCEIRA,1510
1364629,LOGÍSTICA,1510
1364633,PEDAGOGIA,344
1364692,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3388
1364708,ENGENHARIA AMBIENTAL E SANITÁRIA,1270
1364711,ENGENHARIA ELÉTRICA,1270
1364725,ENGENHARIA MECÂNICA,4093
1364726,ENGENHARIA ELÉTRICA,4093
1364741,GESTÃO COMERCIAL,3172
1364742,GESTÃO COMERCIAL,3172
1364745,GESTÃO COMERCIAL,3172
1364750,GESTÃO COMERCIAL,3172
1364751,GESTÃO COMERCIAL,3172
1364752,GESTÃO COMERCIAL,3172
1364753,GESTÃO COMERCIAL,3172
1364754,GESTÃO COMERCIAL,3172
1364755,GESTÃO COMERCIAL,3172
1364756,GESTÃO COMERCIAL,3172
1364757,GESTÃO COMERCIAL,3172
1364758,GESTÃO COMERCIAL,3172
1364759,GESTÃO COMERCIAL,3172
1364760,GESTÃO COMERCIAL,3172
1364761,GESTÃO COMERCIAL,3172
1364762,GESTÃO COMERCIAL,3172
1364763,GESTÃO COMERCIAL,3172
1364764,GESTÃO COMERCIAL,3172
1364765,GESTÃO COMERCIAL,3172
1364766,GESTÃO COMERCIAL,3172
1364767,GESTÃO COMERCIAL,3172
1364768,GESTÃO COMERCIAL,3172
1364769,GESTÃO COMERCIAL,3172
1364770,GESTÃO COMERCIAL,3172
1364789,FISIOTERAPIA,1381
1364791,NUTRIÇÃO,1381
1364837,FÍSICA,569
1364859,DESIGN DE MODA,645
1364884,FISIOTERAPIA,1717
1364885,NUTRIÇÃO,1717
1365039,ENGENHARIA MECÂNICA,548
1365040,ENGENHARIA DE COMPUTAÇÃO,548
1365111,FARMÁCIA,1355
1365137,ARQUITETURA E URBANISMO,1030
1365150,GESTÃO DE RECURSOS HUMANOS,2484
1365182,ARQUITETURA E URBANISMO,1386
1365185,GESTÃO DE SERVIÇOS JUDICIÁRIOS E NOTARIAIS,1422
1365206,GESTÃO DE RECURSOS HUMANOS,2189
1365213,GESTÃO HOSPITALAR,396
1365215,ENGENHARIA ELETRÔNICA,1900
1365240,FISIOTERAPIA,1677
1365255,PEDAGOGIA,3588
1365272,MARKETING,396
1365315,ENGENHARIA DE AQUICULTURA,14724
1365444,LETRAS - LÍNGUA PORTUGUESA,1808
1365519,CIÊNCIAS BIOLÓGICAS,40
1365546,JORNALISMO,1900
1365547,EDUCAÇÃO FÍSICA,1900
1365559,EDUCAÇÃO FÍSICA,4751
1365560,EDUCAÇÃO FÍSICA,2832
1365624,GESTÃO DE RECURSOS HUMANOS,1048
1365667,ENGENHARIA DE PESCA,15520
1365725,DESIGN,21
1365727,BIOMEDICINA,21
1365768,DIREITO,5242
1365841,NUTRIÇÃO,15383
1365931,ENGENHARIA AMBIENTAL E SANITÁRIA,446
1366017,ENGENHARIA DE PRODUÇÃO,446
1366037,AGROECOLOGIA,14724
1366047,SEGURANÇA PÚBLICA,578
1366126,NUTRIÇÃO,1703
1366206,EDUCAÇÃO FÍSICA,1677
1366287,BIBLIOTECONOMIA,135
1366291,FILOSOFIA,135
1366305,NUTRIÇÃO,135
1366327,ENGENHARIA ELÉTRICA,3165
1366330,NUTRIÇÃO,163
1366347,EDUCAÇÃO FÍSICA,163
1366411,ARQUITETURA E URBANISMO,15450
1366498,ENGENHARIA DE PRODUÇÃO,1676
1366556,ADMINISTRAÇÃO,3336
1366598,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,3437
1366615,ENGENHARIA ELÉTRICA,1810
1366639,DESIGN GRÁFICO,322
1366648,PROCESSOS GERENCIAIS,1810
1366649,GESTÃO DE PRODUÇÃO INDUSTRIAL,1810
1366656,ENGENHARIA DE COMPUTAÇÃO,1810
1366661,ENGENHARIA ELÉTRICA,1810
1366665,ENGENHARIA MECÂNICA,1810
1366667,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1810
1366674,CIÊNCIAS CONTÁBEIS,4045
1366964,PEDAGOGIA,1810
1366966,FÍSICA,1810
1366967,MATEMÁTICA,1810
1366969,TECNOLOGIA EM ENGENHARIA,430
1366970,LETRAS - PORTUGUÊS E INGLÊS,1810
1367012,EDUCAÇÃO FÍSICA,1966
1367017,GESTÃO DE RECURSOS HUMANOS,535
1367076,SISTEMAS PARA INTERNET,3161
1367175,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3368
1367180,GESTÃO DE RECURSOS HUMANOS,3368
1367187,LOGÍSTICA,3368
1367189,MARKETING,3368
1367191,PROCESSOS GERENCIAIS,3368
1367207,GESTÃO DE RECURSOS HUMANOS,22
1367210,GESTÃO COMERCIAL,22
1367248,ENFERMAGEM,158
1367365,PEDAGOGIA,163
1367391,AGRONEGÓCIO,14724
1367397,GASTRONOMIA,1045
1367476,ENGENHARIA CIVIL,1913
1367481,GASTRONOMIA,1913
1367636,SECRETARIADO,14724
1367722,ENGENHARIA ELÉTRICA,14724
1367868,DIREITO,702
1367878,COMUNICAÇÃO SOCIAL - JORNALISMO,1427
1367880,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1427
1367883,GESTÃO COMERCIAL,1427
1367885,GESTÃO DE RECURSOS HUMANOS,1427
1367886,DESIGN DE INTERIORES,1427
1367887,DESIGN GRÁFICO,1427
1367888,DESIGN DE PRODUTO,1427
1367889,DESIGN DE MODA,1427
1367890,ESTÉTICA E COSMÉTICA,1427
1367931,MEDICINA VETERINÁRIA,1427
1367984,ENGENHARIA DE SOFTWARE,60
1367989,AGROECOLOGIA,14724
1368246,GESTÃO PÚBLICA,3164
1368260,QUÍMICA,3164
1368366,NUTRIÇÃO,330
1368375,MEDICINA VETERINÁRIA,330
1368840,ENGENHARIA ELÉTRICA,641
1368916,ENGENHARIA CIVIL,712
1368917,ENGENHARIA DE PRODUÇÃO,712
1369371,ESTÉTICA E COSMÉTICA,1414
1369464,ENGENHARIA MECÂNICA,1809
1369533,ENGENHARIA ELÉTRICA,1809
1369559,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,295
