"CO_CURSO","NO_CURSO","FK_CO_IES"
58296,PEDAGOGIA,3171
58310,PEDAGOGIA,2098
58316,ADMINISTRAÇÃO,737
58330,ARTES VISUAIS,23
58337,ENFERMAGEM,482
58342,PSICOLOGIA,1430
58348,ADMINISTRAÇÃO,737
58354,ENFERMAGEM,737
58360,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,852
58366,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS INTERNE,1385
58368,AUTOMAÇÃO INDUSTRIAL,3159
58372,CIÊNCIAS BIOLÓGICAS,23
58376,NUTRIÇÃO,737
58380,FILOSOFIA,2015
58391,REDES DE COMPUTADORES,1166
58408,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,778
58412,MEDICINA,3223
58422,ENGENHARIA MECÂNICA,645
58428,ENGENHARIA ELÉTRICA,645
58435,ENFERMAGEM,163
58445,ENGENHARIA ELETRÔNICA,1128
58453,FISIOTERAPIA,522
58455,EDUCAÇÃO FÍSICA,522
58461,ARTE EDUCAÇÃO,1189
58480,NUTRIÇÃO,1041
58490,MODA,23
58498,SISTEMAS DE INFORMAÇÃO,23
58504,DIREITO,1670
58506,CIÊNCIAS BIOLÓGICAS,719
58508,ADMINISTRAÇÃO,719
58512,TURISMO,719
58518,CIÊNCIAS BIOLÓGICAS,29
58520,QUÍMICA,29
58522,MATEMÁTICA,29
58524,FÍSICA,29
58526,MATEMÁTICA,29
58528,FÍSICA,29
58531,CIÊNCIAS CONTÁBEIS,1972
58539,ADMINISTRAÇÃO,803
58552,GESTÃO FINANCEIRA,3610
58554,MARKETING,898
58556,GESTÃO DE RECURSOS HUMANOS,898
58558,MARKETING,1965
58560,GESTÃO DE RECURSOS HUMANOS,1965
58564,GESTÃO FINANCEIRA,1965
58568,HOTELARIA,1918
58588,MATEMÁTICA,29
58590,QUÍMICA,29
58592,ADMINISTRAÇÃO,2242
58598,CIÊNCIAS CONTÁBEIS,2242
58607,CIÊNCIAS CONTÁBEIS,2248
58609,ADMINISTRAÇÃO,2248
58613,CIÊNCIAS CONTÁBEIS,2240
58617,PUBLICIDADE E PROPAGANDA,2240
58619,ADMINISTRAÇÃO,2240
58624,ADMINISTRAÇÃO,2243
58637,DIREITO,2096
58639,ADMINISTRAÇÃO,2244
58643,COMUNICAÇÃO SOCIAL,2244
58645,ADMINISTRAÇÃO,2150
58652,ADMINISTRAÇÃO,2245
58656,CIÊNCIAS CONTÁBEIS,2150
58658,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2150
58673,ADMINISTRAÇÃO,2148
58697,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2408
58700,CIÊNCIAS CONTÁBEIS,1885
58702,ADMINISTRAÇÃO,2886
58709,ADMINISTRAÇÃO,163
58711,ADMINISTRAÇÃO,163
58721,GESTÃO DE RECURSOS HUMANOS,1160
58724,PRODUÇÃO GRÁFICA,1816
58726,GESTÃO FINANCEIRA,1816
58737,LATICÍNIOS,3279
58739,MECATRÔNICA INDUSTRIAL,1195
58741,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,4255
58744,CONTROLE DE OBRAS,3164
58746,MARKETING,1846
58748,ENGENHARIA DE AUTOMAÇÃO EMPRESARIAL,1846
58756,DIREITO,2075
58762,ADMINISTRAÇÃO,2271
58773,ADMINISTRAÇÃO,2137
58777,SISTEMA DE INFORMAÇÃO,2010
58790,DIREITO,1434
58792,DIREITO,1115
58794,PSICOLOGIA,1364
58796,PSICOLOGIA,736
58804,CIÊNCIA DA COMPUTAÇÃO,2085
58806,CIÊNCIA DA COMPUTAÇÃO,1996
58808,CIÊNCIA DA COMPUTAÇÃO,1066
58813,ENFERMAGEM,1645
58816,ENFERMAGEM,1364
58827,ADMINISTRAÇÃO,2341
58830,CIÊNCIAS CONTÁBEIS,2341
58834,ENFERMAGEM,1642
58836,TURISMO,1141
58838,ADMINISTRAÇÃO,1141
58844,ADMINISTRAÇÃO,2009
58847,EDUCAÇÃO FÍSICA,2009
58852,CIÊNCIAS BIOLÓGICAS - ÊNFASE EM CIÊNCIAS AMBI,580
58854,ENGENHARIA DA COMPUTAÇÃO,580
58856,ENGENHARIA BIOMÉDICA,580
58858,SISTEMAS DE INFORMAÇÃO,2009
58862,FARMÁCIA,2009
58864,FISIOTERAPIA,2009
58870,ENFERMAGEM,2009
58874,ADMINISTRAÇÃO,2043
58882,FISIOTERAPIA,163
58885,CIÊNCIAS CONTÁBEIS,2043
58888,CIÊNCIAS CONTÁBEIS,1806
58894,FILOSOFIA,3216
58896,ADMINISTRAÇÃO,2175
58903,CIÊNCIAS CONTÁBEIS,2175
58907,PEDAGOGIA,1141
58910,CIÊNCIA DA COMPUTAÇÃO,2075
58928,SISTEMAS DE INFORMAÇÃO,521
58980,ADMINISTRAÇÃO,2755
58987,CIÊNCIAS CONTÁBEIS,2755
58996,PEDAGOGIA,2279
58999,FISIOTERAPIA,2279
59001,SISTEMA DE INFORMAÇÃO,2279
59003,EDUCAÇÃO FÍSICA,2279
59005,CIÊNCIAS CONTÁBEIS,2279
59007,ADMINISTRAÇÃO,2279
59011,COMUNICAÇÃO SOCIAL,2279
59012,COMUNICAÇÃO SOCIAL,2279
59013,ENGENHARIA AMBIENTAL,1396
59029,RELAÇÕES INTERNACIONAIS,926
59035,FÍSICA COM HABILITAÇÃO EM ÓPTICA E FOTÔNICA,55
59052,PEDAGOGIA,483
59056,ENGENHARIA DE COMPUTAÇÃO,2279
59057,ADMINISTRAÇÃO,2971
59060,SISTEMAS DE INFORMAÇÃO,2971
59062,ADMINISTRAÇÃO,1988
59068,ADMINISTRAÇÃO,2723
59078,CIÊNCIA DA COMPUTAÇÃO,1462
59082,CIÊNCIAS CONTÁBEIS,1735
59089,COMUNICAÇÃO SOCIAL,5277
59091,CIÊNCIAS CONTÁBEIS,2113
59094,FISIOTERAPIA,2168
59103,MÚSICA,694
59109,SISTEMAS DE INFORMAÇÃO,694
59114,LETRAS - LÍNGUA PORTUGUESA,266
59115,LETRAS - INGLÊS,266
59116,FISIOTERAPIA,1996
59118,FISIOTERAPIA,1462
59120,FISIOTERAPIA,2075
59122,CIÊNCIA DA COMPUTAÇÃO,1819
59124,FISIOTERAPIA,1708
59126,FISIOTERAPIA,2085
59128,FISIOTERAPIA,1267
59131,DESIGN,1327
59132,DESIGN,944
59134,FISIOTERAPIA,1656
59136,FISIOTERAPIA,1498
59138,FISIOTERAPIA,1647
59140,FISIOTERAPIA,2086
59142,ADMINISTRAÇÃO,1939
59144,ADMINISTRAÇÃO,2355
59148,ENGENHARIA MECÂNICA,2355
59153,NUTRIÇÃO,1563
59158,CIÊNCIA DA COMPUTAÇÃO,5550
59168,ENGENHARIA DE PRODUÇÃO,5550
59171,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,5550
59174,MEDICINA,823
59202,ODONTOLOGIA,1461
59210,SERVIÇO SOCIAL,5370
59214,CIÊNCIAS CONTÁBEIS,5370
59258,ADMINISTRAÇÃO,2312
59268,QUÍMICA,29
59270,ADMINISTRAÇÃO,295
59272,MATEMÁTICA,409
59290,PSICOLOGIA,163
59309,ADMINISTRAÇÃO,2194
59316,ADMINISTRAÇÃO,2191
59319,FILOSOFIA,2156
59321,TEOLOGIA,2237
59325,PROCESSOS GERENCIAIS,3294
59329,REDES DE COMPUTADORES,3294
59331,PROCESSOS GERENCIAIS,3295
59333,REDES DE COMPUTADORES,3332
59344,ENFERMAGEM,308
59350,LOGÍSTICA,5591
59354,PSICOLOGIA,308
59356,GESTÃO DE RECURSOS HUMANOS,5591
59360,ADMINISTRAÇÃO,15452
59363,ENFERMAGEM,15452
59365,REDES DE COMPUTADORES,3299
59367,FISIOTERAPIA,15452
59369,DIREITO,15452
59382,ENGENHARIA DE COMPUTAÇÃO,15453
59392,NUTRIÇÃO,308
59402,PEDAGOGIA,163
59412,CIÊNCIAS BIOLÓGICAS,409
59414,MEDICINA,1042
59418,LETRAS - PORTUGUÊS E INGLÊS,163
59421,ADMINISTRAÇÃO,308
59423,PSICOLOGIA,449
59426,MATEMÁTICA,409
59453,CIÊNCIAS BIOLÓGICAS,14724
59461,QUÍMICA,14724
59478,DIREITO,1498
59480,DIREITO,2168
59482,DIREITO,1996
59484,DIREITO,1462
59486,DIREITO,2085
59488,FARMÁCIA,1430
59505,PEDAGOGIA,15467
59510,ENFERMAGEM,322
59518,NUTRIÇÃO,322
59523,SISTEMAS DE INFORMAÇÃO,449
59536,ARQUITETURA E URBANISMO,449
59538,DIREITO,449
59545,ENGENHARIA FLORESTAL,2035
59557,PSICOLOGIA,1716
59561,PSICOLOGIA,4256
59565,PSICOLOGIA,1227
59566,FÍSICA,449
59571,PEDAGOGIA,14204
59581,DESIGN DE GAMES,466
59582,ENFERMAGEM,322
59588,FARMÁCIA,322
59593,FISIOTERAPIA,322
59596,PEDAGOGIA,322
59598,ENFERMAGEM,322
59602,FARMÁCIA,322
59606,FISIOTERAPIA,322
59612,ARQUITETURA E URBANISMO,322
59619,REDES DE COMPUTADORES,1643
59622,SISTEMAS PARA INTERNET,1643
59626,ENFERMAGEM,322
59628,PEDAGOGIA,322
59629,CIÊNCIAS CONTÁBEIS,322
59632,EDUCAÇÃO FÍSICA,322
59634,ENFERMAGEM,322
59638,ENFERMAGEM,322
59644,FISIOTERAPIA,322
59659,COMPUTAÇÃO,719
59662,EDUCAÇÃO FÍSICA,1738
59666,ENFERMAGEM,322
59686,ENFERMAGEM,322
59688,ARQUITETURA E URBANISMO,322
59690,ENFERMAGEM,322
59696,DIREITO,1036
59704,CIÊNCIAS CONTÁBEIS,1913
59713,ARQUITETURA E URBANISMO,322
59717,ENFERMAGEM,322
59723,NUTRIÇÃO,322
59729,ADMINISTRAÇÃO,1967
59740,ENGENHARIA DE PRODUÇÃO,2271
59743,ENFERMAGEM,2056
59745,FISIOTERAPIA,2056
59750,EDUCAÇÃO FÍSICA,736
59752,CIÊNCIAS BIOLÓGICAS,1515
59754,ENFERMAGEM,2843
59758,FISIOTERAPIA,2843
59768,HISTÓRIA,483
59777,GASTRONOMIA,3170
59779,COMUNICAÇÃO SOCIAL - MÍDIA ELETRÔNICA,3170
59780,SERVIÇO SOCIAL,1513
59782,EDUCAÇÃO FÍSICA,483
59786,LETRAS - PORTUGUÊS E INGLÊS,2257
59790,ADMINISTRAÇÃO,3186
59792,BIOMEDICINA,717
59794,NUTRIÇÃO,717
59798,HISTÓRIA,2350
59802,MATEMÁTICA,2350
59804,CIÊNCIAS CONTÁBEIS,2350
59806,ADMINISTRAÇÃO,2350
59815,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,736
59818,BIOMEDICINA,534
59822,CIÊNCIAS CONTÁBEIS,1400
59827,ENGENHARIA DE PRODUÇÃO,1818
59828,ENGENHARIA DE PRODUÇÃO,1817
59832,LETRAS - PORTUGUÊS E INGLÊS,1499
59835,FISIOTERAPIA,1319
59837,CIÊNCIAS CONTÁBEIS,2245
59841,PEDAGOGIA,2168
59846,CIÊNCIAS CONTÁBEIS,2171
59850,RADIOLOGIA,3306
59858,MECATRÔNICA INDUSTRIAL,3308
59860,ALIMENTOS,3308
59865,PEDAGOGIA,14169
59908,FABRICAÇÃO MECÂNICA,588
59923,PROCESSOS GERENCIAIS,1491
59940,PEDAGOGIA,14121
59962,ARQUITETURA E URBANISMO,528
59968,LETRAS - INGLÊS,322
59972,PEDAGOGIA,322
59977,PEDAGOGIA,322
59978,LETRAS - INGLÊS,322
59983,FARMÁCIA,322
59985,LETRAS - INGLÊS,322
59988,PEDAGOGIA,322
59989,EDUCAÇÃO FÍSICA,322
59991,EDUCAÇÃO FÍSICA,322
59993,PEDAGOGIA,322
59994,CIÊNCIAS BIOLÓGICAS,409
59996,MATEMÁTICA,409
59998,CIÊNCIAS BIOLÓGICAS,409
60000,GESTÃO DA PRODUÇÃO INDUSTRIAL,1491
60002,COMÉRCIO EXTERIOR,1491
60006,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,588
60010,ARQUITETURA E URBANISMO,322
60012,EDUCAÇÃO FÍSICA,322
60014,ENFERMAGEM,322
60016,ODONTOLOGIA,322
60018,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,3295
60020,ARQUITETURA E URBANISMO,322
60022,EDUCAÇÃO FÍSICA,322
60024,ENFERMAGEM,322
60026,FARMÁCIA,322
60030,ENFERMAGEM,322
60034,FARMÁCIA,322
60036,NUTRIÇÃO,322
60040,PEDAGOGIA,322
60048,QUÍMICA COM ÊNFASE EM QUÍMICA AMBIENTAL,55
60050,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1233
60057,AUTOMAÇÃO INDUSTRIAL,588
60061,GESTÃO DE RECURSOS HUMANOS,1308
60068,ALIMENTOS,3189
60074,SISTEMAS DE TELECOMUNICAÇÕES,1120
60078,ADMINISTRAÇÃO,1892
60082,ADMINISTRAÇÃO,3955
60094,ENFERMAGEM,1461
60114,ADMINISTRAÇÃO,10
60123,MEDICINA VETERINÁRIA,10
60128,CIÊNCIAS BIOLÓGICAS,10
60142,QUÍMICA,55
60150,GESTÃO DE TELECOMUNICAÇÕES,3332
60168,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,3333
60178,BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO,55
60186,QUÍMICA,55
60188,INFORMÁTICA BIOMÉDICA,55
60200,RELAÇÕES INTERNACIONAIS,55
60216,MEDICINA VETERINÁRIA,82
60224,CIÊNCIAS CONTÁBEIS,1586
60255,CIÊNCIAS BIOLÓGICAS,56
60258,FÍSICA,56
60266,PEDAGOGIA,322
60280,ENGENHARIA MECÂNICA AUTOMOTIVA,449
60282,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,441
60286,ECOLOGIA,570
60288,BIOMEDICINA,570
60290,MATEMÁTICA,56
60298,GESTÃO DE RECURSOS HUMANOS,793
60302,GASTRONOMIA,163
60306,GESTÃO HOSPITALAR,163
60310,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,163
60314,REDES DE COMPUTADORES,163
60318,REDES DE COMPUTADORES,163
60322,GESTÃO DE RECURSOS HUMANOS,163
60324,PUBLICIDADE E PROPAGANDA,1586
60337,SISTEMAS PARA INTERNET,593
60342,NUTRIÇÃO,1586
60384,QUÍMICA,56
60386,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,15032
60406,SISTEMAS DE INFORMAÇÃO,1036
60409,SERVIÇO SOCIAL,1036
60412,NUTRIÇÃO,1036
60414,ZOOTECNIA,730
60418,ADMINISTRAÇÃO,1036
60420,PEDAGOGIA,47
60424,INFORMÁTICA,47
60428,SISTEMAS DE INFORMAÇÃO,47
60430,SISTEMAS DE INFORMAÇÃO,47
60438,ENFERMAGEM,730
60448,CIÊNCIAS BIOLÓGICAS,730
60462,SISTEMAS DE INFORMAÇÃO,47
60464,SISTEMAS DE INFORMAÇÃO,47
60466,ADMINISTRAÇÃO,1926
60470,EDUCAÇÃO FÍSICA,449
60480,ENGENHARIA DE COMPUTAÇÃO,322
60482,ENGENHARIA ELÉTRICA,322
60484,ENGENHARIA DE COMPUTAÇÃO,322
60488,ENGENHARIA ELÉTRICA,322
60496,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,322
60498,ENGENHARIA DE COMPUTAÇÃO,322
60508,CIÊNCIAS BIOLÓGICAS,449
60512,ENGENHARIA DE COMPUTAÇÃO,322
60515,ENGENHARIA ELETRÔNICA,322
60516,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,322
60518,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,322
60520,LETRAS - PORTUGUÊS E INGLÊS,47
60521,ENGENHARIA ELÉTRICA,322
60527,ENGENHARIA ELÉTRICA,322
60530,ENGENHARIA ELÉTRICA,322
60531,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,322
60534,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,322
60536,MATEMÁTICA,780
60538,CIÊNCIAS BIOLÓGICAS,1036
60540,HISTÓRIA,730
60548,COMUNICAÇÃO SOCIAL,649
60549,COMUNICAÇÃO SOCIAL,649
60556,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,54
60560,SISTEMA DE INFORMAÇÃO,1036
60566,SANEAMENTO AMBIENTAL,54
60572,TECNOLOGIA EM CONTROLE AMBIENTAL,54
60578,CIÊNCIAS CONTÁBEIS,3983
60582,FONOAUDIOLOGIA,794
60584,EDUCAÇÃO FÍSICA,794
60588,TEOLOGIA,1302
60590,ADMINISTRAÇÃO,1302
60594,TURISMO,1501
60597,ADMINISTRAÇÃO,1501
60598,ADMINISTRAÇÃO,1501
60599,CIÊNCIAS BIOLÓGICAS,1185
60604,QUÍMICA,56
60606,LETRAS - INGLÊS,167
60616,DIREITO,3172
60624,LETRAS - LÍNGUA PORTUGUESA,3172
60628,ADMINISTRAÇÃO,494
60630,ENGENHARIA DE PRODUÇÃO MECÂNICA,81
60635,TURISMO,3172
60637,GEOGRAFIA,3172
60642,AGRONOMIA,3371
60644,SISTEMA DE INFORMAÇÃO,3371
60656,ENFERMAGEM,3172
60658,ODONTOLOGIA,3172
60660,MEDICINA,3172
60670,CIÊNCIAS BIOLÓGICAS,3172
60672,GEOGRAFIA,3172
60674,CIÊNCIAS BIOLÓGICAS,3172
60682,CIÊNCIAS CONTÁBEIS,322
60685,NUTRIÇÃO,322
60708,SISTEMA DE INFORMAÇÃO,142
60729,EDUCAÇÃO FÍSICA,671
60740,HISTÓRIA,3172
60743,SISTEMAS DE INFORMAÇÃO,2183
60756,QUÍMICA,3172
60760,MATEMÁTICA,3172
60762,HISTÓRIA,3172
60764,FÍSICA,3172
60766,FÍSICA,3172
60768,QUÍMICA,3172
60770,DANÇA,3172
60822,ENFERMAGEM,402
60836,MÚSICA,3172
60838,MÚSICA,3172
60839,PRODUÇÃO INDUSTRIAL,967
60842,MÚSICA,3172
60845,MÚSICA,3172
60846,MÚSICA,3172
60847,MÚSICA,3172
60886,SISTEMAS DE INFORMAÇÃO,569
60895,FÍSICA,1126
60899,PUBLICIDADE E PROPAGANDA,1126
60900,JORNALISMO,1126
60930,FÍSICA,1082
60934,GEOGRAFIA,1082
60936,TURISMO,693
60940,GESTÃO DESPORTIVA E DE LAZER,1082
60980,CIÊNCIAS BIOLÓGICAS,669
60984,ADMINISTRAÇÃO,3172
60986,GEOGRAFIA,3172
61010,ENGENHARIA CIVIL,55
61012,LETRAS - LÍNGUA PORTUGUESA,669
61020,BIOTECNOLOGIA INDUSTRIAL,82
61024,MATEMÁTICA,3172
61028,CIÊNCIAS BIOLÓGICAS,3172
61066,FONOAUDIOLOGIA,1126
61072,EDUCAÇÃO FÍSICA,494
61074,PEDAGOGIA,56
61076,GEOPROCESSAMENTO,1166
61176,ALIMENTOS,1743
61182,COSMÉTICOS,1743
61185,FARMÁCIA,330
61284,PEDAGOGIA,3363
61285,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,322
61289,ENGENHARIA ELÉTRICA,322
61296,ADMINISTRAÇÃO,568
61298,ENFERMAGEM,3966
61337,ENGENHARIA DE PRODUÇÃO,10
61356,LOGÍSTICA,793
61361,CIÊNCIAS BIOLÓGICAS,165
61365,LOGÍSTICA,793
61560,ENGENHARIA DE PRODUÇÃO,6
61592,EDUCAÇÃO FÍSICA,1126
61603,ENFERMAGEM,165
61656,ADMINISTRAÇÃO,2408
61669,MATEMÁTICA,3172
61690,ENGENHARIA DE PRODUÇÃO,547
61696,ARQUITETURA E URBANISMO,437
61702,LETRAS - INGLÊS,1189
61706,SISTEMAS DE INFORMAÇÃO,437
61775,ENFERMAGEM,437
61778,CIÊNCIAS NATURAIS,38
61792,MODA,165
61824,ADMINISTRAÇÃO,2222
61826,FARMÁCIA,10
61833,ENGENHARIA DE TELECOMUNICAÇÕES,641
61835,TEOLOGIA,641
61842,CIÊNCIAS NATURAIS,38
61843,CIÊNCIAS NATURAIS,38
61844,CIÊNCIAS NATURAIS,38
61846,CIÊNCIAS NATURAIS,38
61849,CIÊNCIAS NATURAIS,38
61884,ADMINISTRAÇÃO,165
61907,RELAÇÕES INTERNACIONAIS,641
61911,PSICOPEDAGOGIA CLÍNICA E INSTITUCIONAL,641
62025,NUTRIÇÃO,621
62074,SISTEMAS DE INFORMAÇÃO,19512
62076,CIÊNCIAS CONTÁBEIS,19512
62081,ENFERMAGEM,19512
62083,PEDAGOGIA,699
62087,COMUNICAÇÃO SOCIAL - JORNALISMO,621
62088,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,621
62104,ENFERMAGEM,1577
62146,CIÊNCIAS CONTÁBEIS,170
62190,ENGENHARIA MECÂNICA,547
62191,FARMÁCIA,792
62198,FARMÁCIA,515
62227,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,387
62229,PEDAGOGIA,1457
62233,MEDICINA VETERINÁRIA,387
62236,ENFERMAGEM,387
62250,DESIGN,387
62322,ADMINISTRAÇÃO,3954
62326,SISTEMAS DE INFORMAÇÃO,3954
62378,ENGENHARIA DE PRODUÇÃO,22
62380,GEOGRAFIA,1036
62382,SISTEMAS DE INFORMAÇÃO,1036
62406,ENFERMAGEM,568
62424,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,571
62458,PEDAGOGIA,322
62463,ENFERMAGEM,135
62472,FARMÁCIA,878
62484,CIÊNCIA DA COMPUTAÇÃO,4
62486,MÚSICA,4
62488,CIÊNCIAS CONTÁBEIS,4163
62512,ARTES VISUAIS,4
62518,FISIOTERAPIA,437
62522,ADMINISTRAÇÃO,5387
62538,SISTEMAS DE INFORMAÇÃO,5387
62572,CIÊNCIAS CONTÁBEIS,349
62574,SISTEMAS DE INFORMAÇÃO,430
62582,TURISMO,277
62584,EDUCAÇÃO FÍSICA,277
62587,FISIOTERAPIA,494
62602,REDES DE COMPUTADORES,793
62638,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1820
62674,BIOLOGIA,600
62676,FÍSICA,600
62680,INFORMÁTICA,600
62682,QUÍMICA,600
62690,ENGENHARIA AGRONÔMICA,756
62694,ENGENHARIA AGRONÔMICA,756
62702,ENGENHARIA AGRONÔMICA,756
62728,CIÊNCIAS BIOLÓGICAS,1230
62740,ENFERMAGEM,1230
62742,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,43
62779,ENFERMAGEM,15015
62822,ENFERMAGEM,756
62824,ENGENHARIA ELÉTRICA,756
62834,FÍSICA,598
62841,FÍSICA,598
62880,COMPUTAÇÃO,15015
62892,FISIOTERAPIA,526
62906,ZOOTECNIA,1
62936,COMUNICAÇÃO SOCIAL - JORNALISMO,1
62940,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,1
62970,EDUCAÇÃO FÍSICA,605
63008,ENFERMAGEM,3371
63028,DIREITO,489
63045,CIÊNCIAS BIOLÓGICAS,1820
63055,FÍSICA,1820
63059,QUÍMICA,1820
63062,MATEMÁTICA,1820
63064,ENGENHARIA CIVIL,756
63070,GESTÃO DE RECURSOS HUMANOS,1820
63072,REDES DE COMPUTADORES,1196
63074,CIÊNCIAS BIOLÓGICAS,1461
63076,EDUCAÇÃO FÍSICA,1461
63078,NUTRIÇÃO,1461
63080,SISTEMAS DE INFORMAÇÃO,1461
63082,FARMÁCIA,1461
63140,ADMINISTRAÇÃO,1941
63274,DESIGN DE INTERIORES,417
63288,CIÊNCIAS DA RELIGIÃO,71
63306,ENGENHARIA,3172
63313,ENGENHARIA CIVIL,3172
63314,ENGENHARIA,3172
63315,ENGENHARIA DE COMPUTAÇÃO,3172
63316,ENGENHARIA ELÉTRICA,3172
63317,SEGURANÇA PÚBLICA E DO CIDADÃO,3172
63336,ENGENHARIA DE PRODUÇÃO,3368
63338,BIOMEDICINA,3368
63342,ENFERMAGEM,3368
63344,ADMINISTRAÇÃO,3368
63352,DESIGN,38
63377,ESTRADAS,1807
63379,SANEAMENTO AMBIENTAL,1807
63381,FÍSICA,1807
63383,MATEMÁTICA,1807
63385,GESTÃO DESPORTIVA E DE LAZER,1807
63389,GESTÃO DE TURISMO,1807
63391,PROCESSOS QUÍMICOS,1807
63393,GESTÃO AMBIENTAL,1807
63395,AUTOMAÇÃO INDUSTRIAL,1807
63398,ADMINISTRAÇÃO,989
63400,DESIGN DE INTERIORES,165
63410,DIREITO,2035
63412,PSICOLOGIA,2056
63414,CIÊNCIAS ECONÔMICAS,2129
63416,ADMINISTRAÇÃO,163
63420,ADMINISTRAÇÃO,163
63430,SERVIÇO SOCIAL,2571
63445,COMUNICAÇÃO SOCIAL,756
63455,EDUCAÇÃO FÍSICA,756
63459,HISTÓRIA,756
63471,GESTÃO EMPRESARIAL,757
63484,CIÊNCIAS BIOLÓGICAS,586
63486,FÍSICA,586
63492,PSICOLOGIA,1412
63494,PSICOLOGIA,1487
63496,ADMINISTRAÇÃO,2835
63504,MÚSICA - FLAUTA DOCE,17
63508,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,2835
63509,MÚSICA - VIOLÃO,17
63510,COMUNICAÇÃO SOCIAL - JORNALISMO,2835
63512,TURISMO,2835
63516,PSICOLOGIA,794
63520,DIREITO,163
63526,DIREITO,163
63536,FISIOTERAPIA,1510
63548,ADMINISTRAÇÃO,2067
63550,PEDAGOGIA,163
63556,SISTEMAS DE INFORMAÇÃO,163
63558,PEDAGOGIA,163
63584,AUTOMAÇÃO INDUSTRIAL,1810
63586,BIOMEDICINA,457
63598,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,457
63604,ENGENHARIA DE PRODUÇÃO,707
63606,FARMÁCIA,707
63638,ENGENHARIA DE AUTOMAÇÃO E SISTEMAS,124
63646,TURISMO,572
63670,ENFERMAGEM,27
63678,FISIOTERAPIA,1586
63696,ODONTOLOGIA,27
63698,FARMÁCIA,1586
63710,ADMINISTRAÇÃO,1586
63715,MARKETING,1042
63726,PEDAGOGIA,150
63732,SISTEMAS DE INFORMAÇÃO,1586
63740,ESTÉTICA E IMAGEM PESSOAL,298
63750,FARMÁCIA,244
63754,EDUCAÇÃO FÍSICA,271
63758,GESTÃO EM GASTRONOMIA E ALIMENTAÇÃO,298
63768,SISTEMAS DE INFORMAÇÃO,466
63770,SISTEMAS DE INFORMAÇÃO,466
63822,ENGENHARIA AMBIENTAL E SANITÁRIA,271
63826,GESTÃO AMBIENTAL,150
63828,REDES DE COMPUTADORES,780
63832,ENGENHARIA DE ALIMENTOS,592
63834,BIOMEDICINA,572
63838,CIÊNCIAS BIOLÓGICAS,592
63840,QUÍMICA,592
63842,GESTÃO DE RECURSOS HUMANOS,221
63873,CIÊNCIAS SOCIAIS,338
63876,MODA,645
63880,PSICOLOGIA,82
63884,BIOMEDICINA,402
63886,ARTES VISUAIS,730
63888,EDUCAÇÃO FÍSICA,1036
63890,MÚSICA,730
63894,QUÍMICA,730
63898,ABI - MATEMÁTICA APLICADA E COMPUTACIONAL,55
63900,MATEMÁTICA APLICADA E COMPUTACIONAL COM HABIL,55
63901,MATEMÁTICA APLICADA E COMPUTACIONAL COM HABIL,55
63902,MATEMÁTICA APLICADA E COMPUTACIONAL COM HABIL,55
63903,MATEMÁTICA APLICADA E COMPUTACIONAL COM HABIL,55
63904,MATEMÁTICA APLICADA E COMPUTACIONAL COM HABIL,55
63905,MATEMÁTICA APLICADA E COMPUTACIONAL COM HABIL,55
63906,MATEMÁTICA APLICADA E COMPUTACIONAL COM HABIL,55
63908,MATEMÁTICA APLICADA E COMPUTACIONAL COM HABIL,55
63911,MATEMÁTICA APLICADA E COMPUTACIONAL COM HABIL,55
63942,CIÊNCIAS BIOLÓGICAS,792
63950,ARQUITETURA E URBANISMO,1041
63958,GESTÃO DE MICRO E PEQUENAS EMPRESAS,1041
